author_id,created_at,conversation_id,text,id,search_hashtag
56050331,2022-07-11T04:23:06.000Z,1546190991807418370,"@Lhuchin De por sí hay una asamblea Autista, dónde los integrantes son Autistas adultos que están trabajando para dar la iniciativa para la ley. Es increíble leer a capacitistas que no entienden lo que es ser Autista, por eso #AprueboFeliz",1546349336111595520,AprueboFeliz
1007378492294647809,2022-07-11T04:23:03.000Z,1546349295095275520,"a la vida libre de maltrato por motivo de edad; a la autonomía e independencia y a pleno ejercicio de su capacidad jurídica con los apoyos y salvaguardias que correspondan.
(Página 14, Propuesta Constitución Política de la República, 2022)
#Copiapó
#Atacama
#AprueboFeliz https://t.co/iINm3WuTIN",1546349324723822593,AprueboFeliz
